Hours since 00:00 Jan 1,System power generated (kW)
2333,0
2334,0.0501539
2335,0.238008
2336,0.470159
2337,0.472318
2338,0.800544
2339,0.87955
2340,0.745468
2341,0.705262
2342,0.571598
2343,0.444206
2344,0.369889
2345,0.0390761
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0.05575
2359,0.239186
2360,0.466383
2361,0.646562
2362,0.580428
2363,0.680258
2364,0.856319
2365,0.819413
2366,0.715523
2367,0.558631
2368,0.0279512
2369,0.117094
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0.0560285
2383,0.237372
2384,0.451252
2385,0.625431
2386,0.746331
2387,0.815259
2388,0.82631
2389,0.792037
2390,0.691354
2391,0.542284
2392,0.341418
2393,0.115923
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0.0361884
2407,0.21615
2408,0.358021
2409,0.533196
2410,0.742647
2411,0.800689
2412,0.803494
2413,0.764302
2414,0.670025
2415,0.521281
2416,0.329686
2417,0.112567
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0.0575124
2431,0.234172
2432,0.436935
2433,0.605748
2434,0.73649
2435,0.80588
2436,0.821717
2437,0.783959
2438,0.68557
2439,0.533175
2440,0.326057
2441,0.106391
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0.0448094
2455,0.0927949
2456,0.364696
2457,0.421009
2458,0.744725
2459,0.812671
2460,0.707024
2461,0.786064
2462,0.689677
2463,0.482018
2464,0.308907
2465,0.0927752
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0.0691245
2479,0.24379
2480,0.445778
2481,0.608223
2482,0.729466
2483,0.795212
2484,0.806632
2485,0.761706
2486,0.670866
2487,0.519704
2488,0.335134
2489,0.117717
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0.0596885
2503,0.238173
2504,0.439614
2505,0.593082
2506,0.691333
2507,0.734103
2508,0.739801
2509,0.716992
2510,0.638709
2511,0.506404
2512,0.331206
2513,0.120519
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0.0538638
2527,0.235745
2528,0.432742
2529,0.574836
2530,0.67655
2531,0.744961
2532,0.767333
2533,0.742418
2534,0.6589
2535,0.51978
2536,0.335903
2537,0.119823
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0.057827
2551,0.236508
2552,0.438574
2553,0.59978
2554,0.715096
2555,0.778441
2556,0.792918
2557,0.759126
2558,0.66877
2559,0.45322
2560,0.265723
2561,0.0821935
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0.0142032
2575,0.0493528
2576,0.0894926
2577,0.333264
2578,0.0944011
2579,0.0934667
2580,0.0803705
2581,0.0827639
2582,0.204213
2583,0.0708386
2584,0.0280679
2585,0.00478628
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0.0679688
2599,0.204916
2600,0.328347
2601,0.481482
2602,0.520665
2603,0.603555
2604,0.668285
2605,0.447116
2606,0.407058
2607,0.182128
2608,0.33447
2609,0.116013
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0.0100796
2623,0.0529888
2624,0.120414
2625,0.104537
2626,0.132549
2627,0.137403
2628,0.607067
2629,0.232372
2630,0.220354
2631,0.290654
2632,0.330722
2633,0.0379312
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0.0365155
2647,0.0759506
2648,0.152117
2649,0.351674
2650,0.330763
2651,0.448616
2652,0.646791
2653,0.786458
2654,0.694085
2655,0.545958
2656,0.351244
2657,0.12884
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0.0744161
2671,0.253313
2672,0.270199
2673,0.418042
2674,0.554427
2675,0.313641
2676,0.28064
2677,0.549764
2678,0.442206
2679,0.232615
2680,0.326654
2681,0.0635548
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0.0515778
2695,0.0854345
2696,0.165064
2697,0.226949
2698,0.57266
2699,0.394471
2700,0.637203
2701,0.7724
2702,0.676026
2703,0.526389
2704,0.333797
2705,0.11973
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0.0516379
2719,0.143785
2720,0.205714
2721,0.389347
2722,0.322956
2723,0.5336
2724,0.691122
2725,0.568838
2726,0.516825
2727,0.248651
2728,0.104784
2729,0.0873076
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0.0697045
2743,0.256983
2744,0.385732
2745,0.614079
2746,0.730834
2747,0.790357
2748,0.797578
2749,0.763064
2750,0.670058
2751,0.524029
2752,0.337957
2753,0.126332
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0.0809887
2767,0.270723
2768,0.483039
2769,0.649301
2770,0.76582
2771,0.830323
2772,0.839051
2773,0.797644
2774,0.699867
2775,0.549524
2776,0.359856
2777,0.139717
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0.0649358
2791,0.259031
2792,0.459844
2793,0.617799
2794,0.722684
2795,0.777555
2796,0.786281
2797,0.747937
2798,0.6636
2799,0.525261
2800,0.341908
2801,0.132628
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0.0673508
2815,0.258082
2816,0.45324
2817,0.60593
2818,0.712533
2819,0.777801
2820,0.795134
2821,0.75762
2822,0.668973
2823,0.525324
2824,0.339154
2825,0.130088
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0.0830458
2839,0.191541
2840,0.48832
2841,0.657702
2842,0.777755
2843,0.840438
2844,0.845457
2845,0.798013
2846,0.702492
2847,0.553093
2848,0.353083
2849,0.134442
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0.0856936
2863,0.275254
2864,0.482241
2865,0.647928
2866,0.770905
2867,0.845329
2868,0.860231
2869,0.814907
2870,0.717695
2871,0.567248
2872,0.248496
2873,0.115035
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0.0850948
2887,0.236184
2888,0.461217
2889,0.616079
2890,0.578765
2891,0.451031
2892,0.805447
2893,0.761467
2894,0.671431
2895,0.523167
2896,0.330821
2897,0.0389805
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0.088493
2911,0.184705
2912,0.21379
2913,0.338791
2914,0.72827
2915,0.78038
2916,0.529699
2917,0.41523
2918,0.217972
2919,0.158423
2920,0.125716
2921,0.126991
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0.086714
2935,0.268097
2936,0.454502
2937,0.603532
2938,0.712029
2939,0.770519
2940,0.782497
2941,0.752806
2942,0.66391
2943,0.518002
2944,0.328052
2945,0.126695
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0.0713048
2959,0.186192
2960,0.293975
2961,0.439963
2962,0.575944
2963,0.619865
2964,0.574168
2965,0.657493
2966,0.59829
2967,0.440247
2968,0.282143
2969,0.0786143
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0.00324359
2983,0.0646775
2984,0.113409
2985,0.166122
2986,0.205856
2987,0.0562332
2988,0.102782
2989,0.215981
2990,0.0231308
2991,0.0733328
2992,0.0409718
2993,0
2994,0
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0.0812505
3007,0.274611
3008,0.373257
3009,0.136071
3010,0.331182
3011,0.156902
3012,0.162309
3013,0.303666
3014,0.425392
3015,0.163289
3016,0.069814
3017,0.0445331
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0.0930347
3031,0.246776
3032,0.320809
3033,0.235737
3034,0.361963
3035,0.267232
3036,0.307728
3037,0.0942178
3038,0.119996
3039,0.383329
3040,0.171109
3041,0.0584691
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0.0925555
3055,0.269259
3056,0.456668
3057,0.437992
3058,0.308881
3059,0.50736
3060,0.408352
3061,0.569171
3062,0.343299
3063,0.521619
3064,0.332774
3065,0.132979
3066,0.00253762
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0.0560694
3079,0.0835482
3080,0.124353
3081,0.0914352
3082,0.203443
3083,0.257884
3084,0.425269
3085,0.368818
3086,0.0835123
3087,0.247231
3088,0.363168
3089,0.147048
3090,0.00365212
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0.0248105
3102,0.0875383
3103,0.287105
3104,0.492158
3105,0.656375
3106,0.773132
3107,0.834213
3108,0.841793
3109,0.800484
3110,0.708846
3111,0.563239
3112,0.367916
3113,0.148875
3114,0.00438345
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0.0275038
3126,0.0904451
3127,0.278509
3128,0.47047
3129,0.622985
3130,0.728314
3131,0.782397
3132,0.793421
3133,0.759461
3134,0.671062
3135,0.533122
3136,0.345564
3137,0.140116
3138,0.00511377
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0.0278775
3150,0.0933775
3151,0.272284
3152,0.457347
3153,0.609914
3154,0.720957
3155,0.777517
3156,0.787679
3157,0.751331
3158,0.664407
3159,0.527452
3160,0.342948
3161,0.141881
3162,0.00493167
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0.0265588
3174,0.08829
3175,0.250284
3176,0.439688
3177,0.525764
3178,0.632226
3179,0.733325
3180,0.677723
3181,0.716447
3182,0.545201
3183,0.454168
3184,0.292805
3185,0.128873
3186,0.00709963
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0.0298222
3198,0.0928104
3199,0.267492
3200,0.442686
3201,0.58028
3202,0.682012
3203,0.734301
3204,0.743042
3205,0.717923
3206,0.637451
3207,0.500239
3208,0.324605
3209,0.135841
3210,0.00654322
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0.029829
3222,0.0915578
3223,0.265467
3224,0.44197
3225,0.584176
3226,0.692959
3227,0.746718
3228,0.75755
3229,0.72511
3230,0.6437
3231,0.513626
3232,0.337457
3233,0.14031
3234,0.0051697
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0.0301428
3246,0.0232377
3247,0.101667
3248,0.129898
3249,0.216897
3250,0.211018
3251,0.324809
3252,0.40271
3253,0.0895059
3254,0.11276
3255,0.0335738
3256,0.109662
3257,0.0188911
3258,0.00646607
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0.031321
3270,0.0989938
3271,0.234748
3272,0.422678
3273,0.562477
3274,0.575325
3275,0.585836
3276,0.595136
3277,0.530605
3278,0.499133
3279,0.293685
3280,0.30512
3281,0.103843
3282,0.00651339
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0.0303491
3294,0.0937233
3295,0.266752
3296,0.456193
3297,0.599052
3298,0.701672
3299,0.761877
3300,0.771524
3301,0.740425
3302,0.657996
3303,0.525703
3304,0.348422
3305,0.146941
3306,0.00786375
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0.0274594
3318,0.0882342
3319,0.271844
3320,0.453205
3321,0.592981
3322,0.692343
3323,0.74587
3324,0.754104
3325,0.72191
3326,0.644554
3327,0.517508
3328,0.343786
3329,0.147841
3330,0.00784715
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0.0246599
3342,0.0830761
3343,0.264705
3344,0.441916
3345,0.584724
3346,0.68574
3347,0.740838
3348,0.753704
3349,0.721242
3350,0.64165
3351,0.515931
3352,0.343531
3353,0.148241
3354,0.00848517
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0.025606
3366,0.0857544
3367,0.274388
3368,0.457257
3369,0.601691
3370,0.705319
3371,0.760151
3372,0.776185
3373,0.740519
3374,0.655582
3375,0.526008
3376,0.350161
3377,0.153672
3378,0.00958833
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0.0254279
3390,0.0855998
3391,0.270958
3392,0.451913
3393,0.592596
3394,0.694277
3395,0.752009
3396,0.761743
3397,0.73004
3398,0.6459
3399,0.51739
3400,0.34456
3401,0.150076
3402,0.00958415
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0.0264182
3414,0.101915
3415,0.272824
3416,0.458182
3417,0.602899
3418,0.702372
3419,0.757846
3420,0.76328
3421,0.727552
3422,0.64709
3423,0.518339
3424,0.342176
3425,0.148588
3426,0.0107921
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0.0333913
3438,0.0647033
3439,0.167165
3440,0.399705
3441,0.608987
3442,0.708769
3443,0.761476
3444,0.771169
3445,0.737348
3446,0.655376
3447,0.52524
3448,0.347889
3449,0.151478
3450,0.011793
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0.0350966
3462,0.10402
3463,0.246637
3464,0.461163
3465,0.604553
3466,0.702176
3467,0.757527
3468,0.76806
3469,0.738825
3470,0.657948
3471,0.529377
3472,0.354228
3473,0.15598
3474,0.0123421
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0.0383519
3486,0.104249
3487,0.280502
3488,0.458993
3489,0.603756
3490,0.704053
3491,0.765761
3492,0.777959
3493,0.749399
3494,0.6635
3495,0.533576
3496,0.356304
3497,0.158243
3498,0.0126304
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0.0327413
3510,0.0979312
3511,0.275536
3512,0.455535
3513,0.598172
3514,0.695609
3515,0.745061
3516,0.752241
3517,0.723735
3518,0.642839
3519,0.514232
3520,0.341518
3521,0.150264
3522,0.0145161
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0.00489253
3534,0.0452159
3535,0.135061
3536,0.369855
3537,0.444688
3538,0.486807
3539,0.615877
3540,0.731254
3541,0.701978
3542,0.623918
3543,0.499015
3544,0.331995
3545,0.122351
3546,0.0160998
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0.0176436
3558,0.0207189
3559,0.0535582
3560,0.0664119
3561,0.0929559
3562,0.109471
3563,0.127731
3564,0.515025
3565,0.610098
3566,0.548544
3567,0.270431
3568,0.161978
3569,0.0878352
3570,0.0155883
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0.0208366
3582,0.0881526
3583,0.155827
3584,0.267594
3585,0.36624
3586,0.722172
3587,0.77447
3588,0.783672
3589,0.754496
3590,0.664515
3591,0.530577
3592,0.35275
3593,0.157129
3594,0.0160237
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0.0087614
3606,0.087599
3607,0.139304
3608,0.35351
3609,0.594312
3610,0.695479
3611,0.748353
3612,0.759847
3613,0.729595
3614,0.648098
3615,0.521677
3616,0.350721
3617,0.158949
3618,0.0151248
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0.0285164
3630,0.0885352
3631,0.272341
3632,0.451023
3633,0.589528
3634,0.680548
3635,0.725293
3636,0.727244
3637,0.703357
3638,0.630544
3639,0.514829
3640,0.351657
3641,0.160052
3642,0.0154304
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0.0299846
3654,0.0899121
3655,0.273135
3656,0.452952
3657,0.591403
3658,0.605894
3659,0.669698
3660,0.633273
3661,0.624695
3662,0.560796
3663,0.455091
3664,0.343369
3665,0.156832
3666,0.015702
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0.0283015
3678,0.0843766
3679,0.259641
3680,0.42563
3681,0.547277
3682,0.626891
3683,0.667911
3684,0.678141
3685,0.657842
3686,0.600666
3687,0.493813
3688,0.34004
3689,0.15683
3690,0.0161081
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0.0282168
3702,0.0852119
3703,0.262877
3704,0.436497
3705,0.574571
3706,0.669694
3707,0.72553
3708,0.739721
3709,0.71294
3710,0.638526
3711,0.515863
3712,0.34406
3713,0.156462
3714,0.0178024
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0.0258112
3726,0.100412
3727,0.264929
3728,0.348881
3729,0.588174
3730,0.596068
3731,0.693414
3732,0.690044
3733,0.730535
3734,0.652412
3735,0.525471
3736,0.354408
3737,0.161234
3738,0.0177499
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0.0298989
3750,0.0985854
3751,0.258969
3752,0.151736
3753,0.42374
3754,0.34337
3755,0.295281
3756,0.58396
3757,0.530978
3758,0.30901
3759,0.200878
3760,0.137246
3761,0.132639
3762,0.0109823
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0.0159092
3774,0.0411536
3775,0.212155
3776,0.433421
3777,0.568446
3778,0.533282
3779,0.427385
3780,0.58897
3781,0.5938
3782,0.51076
3783,0.258431
3784,0.11799
3785,0.0480445
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0.0498623
3799,0.0736032
3800,0.129237
3801,0.154895
3802,0.225253
3803,0.298007
3804,0.397452
3805,0.7116
3806,0.628032
3807,0.507202
3808,0.345666
3809,0.159172
3810,0.0211596
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0.0330613
3822,0.014657
3823,0.0464721
3824,0.109364
3825,0.135034
3826,0.127524
3827,0.185943
3828,0.295379
3829,0.752843
3830,0.668081
3831,0.541776
3832,0.366131
3833,0.169251
3834,0.0225
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0.0327832
3846,0.0617205
3847,0.159116
3848,0.159081
3849,0.190919
3850,0.386783
3851,0.585325
3852,0.77125
3853,0.74019
3854,0.659845
3855,0.533479
3856,0.362984
3857,0.168964
3858,0.0229546
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0.016586
3871,0.0428388
3872,0.0571057
3873,0.0892393
3874,0.160972
3875,0.25664
3876,0.288309
3877,0.758029
3878,0.671451
3879,0.544134
3880,0.369298
3881,0.17186
3882,0.0234216
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0.0249317
3895,0.0959177
3896,0.125405
3897,0.126194
3898,0.363316
3899,0.780633
3900,0.79259
3901,0.761039
3902,0.682021
3903,0.552997
3904,0.377639
3905,0.1763
3906,0.0220402
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0.0279105
3918,0.0911499
3919,0.268442
3920,0.449219
3921,0.598229
3922,0.707275
3923,0.772639
3924,0.787637
3925,0.760591
3926,0.680939
3927,0.553829
3928,0.380747
3929,0.179441
3930,0.0214696
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0.0269638
3942,0.0895456
3943,0.269652
3944,0.45345
3945,0.598499
3946,0.699746
3947,0.75469
3948,0.763254
3949,0.733024
3950,0.653214
3951,0.530142
3952,0.363578
3953,0.172095
3954,0.0209598
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0.027467
3966,0.081049
3967,0.264325
3968,0.450277
3969,0.602696
3970,0.711939
3971,0.772382
3972,0.78319
3973,0.752426
3974,0.673188
3975,0.541465
3976,0.369498
3977,0.174328
3978,0.0219125
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0.0277264
3990,0.0807786
3991,0.259639
3992,0.437264
3993,0.575779
3994,0.675159
3995,0.730063
3996,0.742761
3997,0.716263
3998,0.639218
3999,0.519591
4000,0.357372
4001,0.169732
4002,0.0223675
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0.0284547
4014,0.0905143
4015,0.258863
4016,0.434463
4017,0.576705
4018,0.680369
4019,0.734657
4020,0.747848
4021,0.719599
4022,0.645356
4023,0.522268
4024,0.358747
4025,0.170403
4026,0.0221934
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0.0302199
4038,0.0845174
4039,0.24776
4040,0.439802
4041,0.578606
4042,0.677291
4043,0.731581
4044,0.744975
4045,0.72025
4046,0.642365
4047,0.522948
4048,0.359576
4049,0.170822
4050,0.0237744
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0.0287705
4062,0.0810304
4063,0.245479
4064,0.435295
4065,0.576813
4066,0.677159
4067,0.736798
4068,0.751774
4069,0.722074
4070,0.649872
4071,0.528527
4072,0.364446
4073,0.173462
4074,0.0243097
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0.0301056
4086,0.0842515
4087,0.263145
4088,0.444155
4089,0.590383
4090,0.690166
4091,0.74723
4092,0.761713
4093,0.737867
4094,0.660095
4095,0.53868
4096,0.373915
4097,0.179847
4098,0.0249628
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0.0302132
4110,0.0915999
4111,0.265491
4112,0.449716
4113,0.593804
4114,0.693274
4115,0.749496
4116,0.764377
4117,0.734157
4118,0.654929
4119,0.532761
4120,0.370868
4121,0.178283
4122,0.0254766
4123,0
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0.0276139
4134,0.0876966
4135,0.263512
4136,0.443327
4137,0.582462
4138,0.680512
4139,0.73359
4140,0.749171
4141,0.720184
4142,0.646848
4143,0.529403
4144,0.369729
4145,0.179823
4146,0.0245223
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0.0291135
4158,0.101652
4159,0.251688
4160,0.42715
4161,0.564226
4162,0.657576
4163,0.712238
4164,0.726213
4165,0.701122
4166,0.629786
4167,0.512883
4168,0.354107
4169,0.0320173
4170,0.00364117
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0.027386
4182,0.0918826
4183,0.198202
4184,0.406718
4185,0.539087
4186,0.543526
4187,0.589983
4188,0.677013
4189,0.451789
4190,0.502592
4191,0.377763
4192,0.264183
4193,0.163187
4194,0.026803
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0.0242277
4206,0.0899605
4207,0.17884
4208,0.253446
4209,0.280147
4210,0.43681
4211,0.577929
4212,0.438104
4213,0.634902
4214,0.39784
4215,0.283376
4216,0.304293
4217,0.152912
4218,0.0255467
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0.0219177
4230,0.0766874
4231,0.245285
4232,0.357642
4233,0.40822
4234,0.354222
4235,0.497963
4236,0.485024
4237,0.514958
4238,0.493129
4239,0.457305
4240,0.313314
4241,0.0894079
4242,0.0257966
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0.0125151
4254,0.0984226
4255,0.231341
4256,0.342877
4257,0.237611
4258,0.356391
4259,0.605061
4260,0.212448
4261,0.260941
4262,0.136968
4263,0.302453
4264,0.322223
4265,0.143439
4266,0.0258543
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0.0283065
4278,0.0753018
4279,0.240641
4280,0.413146
4281,0.545538
4282,0.63371
4283,0.685212
4284,0.693985
4285,0.664099
4286,0.598344
4287,0.492871
4288,0.350012
4289,0.173966
4290,0.024813
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0.0319382
4302,0.0936192
4303,0.229965
4304,0.391835
4305,0.543119
4306,0.630725
4307,0.666173
4308,0.677538
4309,0.600626
4310,0.610537
4311,0.503063
4312,0.351775
4313,0.172968
4314,0.0244254
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0.028038
4326,0.0772198
4327,0.23779
4328,0.406597
4329,0.543517
4330,0.643074
4331,0.701775
4332,0.717784
4333,0.69748
4334,0.625256
4335,0.511355
4336,0.381662
4337,0.186556
4338,0.0260711
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0.024801
4350,0.0929481
4351,0.252173
4352,0.437004
4353,0.58564
4354,0.693646
4355,0.75237
4356,0.763555
4357,0.732063
4358,0.655829
4359,0.534903
4360,0.371045
4361,0.181137
4362,0.0257662
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0.0245887
4374,0.0613697
4375,0.237336
4376,0.433189
4377,0.577789
4378,0.686448
4379,0.748112
4380,0.769697
4381,0.743991
4382,0.671367
4383,0.549042
4384,0.383103
4385,0.188145
4386,0.0265024
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0.0263815
4398,0.0587386
4399,0.112112
