Hours since 00:00 Jan 1,System power generated (kW)
4400,0.191897
4401,0.517223
4402,0.696045
4403,0.756834
4404,0.775124
4405,0.749054
4406,0.669516
4407,0.546463
4408,0.379067
4409,0.185176
4410,0.0276298
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0.0291245
4422,0.0439358
4423,0.0990649
4424,0.210359
4425,0.48353
4426,0.570927
4427,0.741344
4428,0.75363
4429,0.727693
4430,0.656048
4431,0.537318
4432,0.374919
4433,0.184298
4434,0.0266487
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0.0283017
4446,0.0560041
4447,0.0966452
4448,0.213463
4449,0.4548
4450,0.688356
4451,0.746231
4452,0.764244
4453,0.739172
4454,0.662535
4455,0.542329
4456,0.378312
4457,0.18473
4458,0.0267055
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0.0265736
4470,0.0629845
4471,0.14471
4472,0.356585
4473,0.583979
4474,0.691559
4475,0.751761
4476,0.767528
4477,0.741138
4478,0.667558
4479,0.548816
4480,0.385933
4481,0.19033
4482,0.0272139
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0.0228836
4494,0.069529
4495,0.248132
4496,0.430916
4497,0.571053
4498,0.66824
4499,0.720755
4500,0.738067
4501,0.720582
4502,0.664189
4503,0.559122
4504,0.397539
4505,0.199887
4506,0.0279383
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0.0201742
4518,0.0666138
4519,0.249788
4520,0.439058
4521,0.587167
4522,0.684332
4523,0.731959
4524,0.734857
4525,0.694454
4526,0.626562
4527,0.523191
4528,0.371135
4529,0.184217
4530,0.0254993
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0.0224495
4542,0.0667891
4543,0.236563
4544,0.41105
4545,0.551591
4546,0.649781
4547,0.703536
4548,0.719664
4549,0.690721
4550,0.619847
4551,0.505077
4552,0.355242
4553,0.178251
4554,0.0246034
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0.0221813
4566,0.0673289
4567,0.221694
4568,0.347956
4569,0.468927
4570,0.546481
4571,0.629785
4572,0.703966
4573,0.611282
4574,0.618585
4575,0.508274
4576,0.355317
4577,0.172513
4578,0.025131
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0.02797
4590,0.081788
4591,0.218485
4592,0.404067
4593,0.543967
4594,0.640004
4595,0.700719
4596,0.718761
4597,0.697607
4598,0.623397
4599,0.505017
4600,0.344505
4601,0.167829
4602,0.0233059
4603,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0.018029
4614,0.0237543
4615,0.196603
4616,0.31901
4617,0.317422
4618,0.224404
4619,0.272132
4620,0.441735
4621,0.274795
4622,0.0939912
4623,0.0495743
4624,0.0421399
4625,0
4626,0.00825623
4627,0
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0.0247499
4639,0.0634025
4640,0.14203
4641,0.0859703
4642,0.297637
4643,0.378194
4644,0.372427
4645,0.31456
4646,0.238914
4647,0.36982
4648,0.339799
4649,0.128245
4650,0.0212772
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0.0232086
4662,0.0704092
4663,0.231846
4664,0.409071
4665,0.5546
4666,0.66234
4667,0.725618
4668,0.74736
4669,0.722423
4670,0.653303
4671,0.53802
4672,0.37507
4673,0.185061
4674,0.0249522
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0.0203765
4686,0.0831212
4687,0.228574
4688,0.428873
4689,0.579615
4690,0.684947
4691,0.747677
4692,0.767942
4693,0.737978
4694,0.661653
4695,0.537398
4696,0.374882
4697,0.185154
4698,0.0253364
4699,0
4700,0
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0.0231819
4710,0.0489858
4711,0.125227
4712,0.306884
4713,0.583153
4714,0.695501
4715,0.757287
4716,0.772704
4717,0.742509
4718,0.658523
4719,0.541691
4720,0.385478
4721,0.190651
4722,0.0246673
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0.0267091
4734,0.0454316
4735,0.152115
4736,0.356646
4737,0.583402
4738,0.694986
4739,0.758656
4740,0.773766
4741,0.746414
4742,0.674682
4743,0.554488
4744,0.385825
4745,0.18766
4746,0.023701
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0.0211607
4758,0.0752385
4759,0.230805
4760,0.101838
4761,0.314386
4762,0.194013
4763,0.748587
4764,0.651416
4765,0.571661
4766,0.372346
4767,0.166011
4768,0.0919924
4769,0.0131778
4770,0.0216784
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0.021371
4782,0.0562981
4783,0.223342
4784,0.398255
4785,0.540383
4786,0.642528
4787,0.702604
4788,0.719272
4789,0.696921
4790,0.632046
4791,0.519451
4792,0.364743
4793,0.17901
4794,0.0222725
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0.0558059
4807,0.228665
4808,0.410964
4809,0.554806
4810,0.651424
4811,0.707402
4812,0.722573
4813,0.702752
4814,0.641385
4815,0.531589
4816,0.372878
4817,0.182057
4818,0.0221669
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0.0581509
4831,0.226033
4832,0.407953
4833,0.554946
4834,0.659509
4835,0.718993
4836,0.732599
4837,0.701002
4838,0.628969
4839,0.511657
4840,0.352351
4841,0.167264
4842,0.0202387
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0.0684487
4855,0.225615
4856,0.404684
4857,0.549073
4858,0.648382
4859,0.704141
4860,0.717192
4861,0.697339
4862,0.625447
4863,0.510365
4864,0.353709
4865,0.167904
4866,0.0201254
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0.067885
4879,0.226763
4880,0.406491
4881,0.554974
4882,0.659072
4883,0.718222
4884,0.735354
4885,0.708496
4886,0.638266
4887,0.52122
4888,0.359942
4889,0.172533
4890,0.0195688
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0.0716104
4903,0.216497
4904,0.424669
4905,0.575632
4906,0.683725
4907,0.742496
4908,0.756761
4909,0.723908
4910,0.646094
4911,0.527501
4912,0.375224
4913,0.185
4914,0.0215975
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0.0333365
4927,0.101149
4928,0.431109
4929,0.582895
4930,0.693821
4931,0.758229
4932,0.776677
4933,0.750393
4934,0.677395
4935,0.555417
4936,0.385341
4937,0.187115
4938,0.0207406
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0.0441511
4951,0.140924
4952,0.437698
4953,0.593549
4954,0.707283
4955,0.772771
4956,0.792256
4957,0.766227
4958,0.690926
4959,0.564676
4960,0.39061
4961,0.187869
4962,0.019923
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0.0396208
4975,0.149296
4976,0.433922
4977,0.586449
4978,0.699691
4979,0.768475
4980,0.794296
4981,0.773163
4982,0.70216
4983,0.57583
4984,0.398583
4985,0.191174
4986,0.0203862
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0.0552678
4999,0.242096
5000,0.439329
5001,0.594878
5002,0.704264
5003,0.763266
5004,0.775977
5005,0.746625
5006,0.671143
5007,0.552083
5008,0.385384
5009,0.185359
5010,0.0185587
5011,0
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0.0564217
5023,0.241611
5024,0.439281
5025,0.597809
5026,0.706039
5027,0.764814
5028,0.778442
5029,0.747855
5030,0.672903
5031,0.549297
5032,0.379408
5033,0.179841
5034,0.0172375
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0.0658447
5047,0.224955
5048,0.400839
5049,0.544598
5050,0.657739
5051,0.716688
5052,0.730603
5053,0.699767
5054,0.623711
5055,0.507728
5056,0.351746
5057,0.162874
5058,0.0131474
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0.0641523
5071,0.223863
5072,0.407035
5073,0.550645
5074,0.651805
5075,0.709816
5076,0.72916
5077,0.710526
5078,0.63857
5079,0.520191
5080,0.349013
5081,0.16477
5082,0.0142711
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0.059503
5095,0.219221
5096,0.388248
5097,0.526682
5098,0.63114
5099,0.692813
5100,0.707501
5101,0.683099
5102,0.612778
5103,0.498494
5104,0.338658
5105,0.158396
5106,0.0137902
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0.071134
5119,0.19366
5120,0.334802
5121,0.37577
5122,0.529905
5123,0.532151
5124,0.400609
5125,0.497167
5126,0.365153
5127,0.278588
5128,0.165246
5129,0.0580108
5130,0.00354968
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0.0292277
5143,0.013097
5144,0.0871508
5145,0.159845
5146,0.476583
5147,0.685392
5148,0.699843
5149,0.680032
5150,0.270514
5151,0.140683
5152,0.0963055
5153,0.129715
5154,0.00751947
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0.0777532
5167,0.221152
5168,0.39851
5169,0.55
5170,0.65796
5171,0.724966
5172,0.748593
5173,0.72781
5174,0.657128
5175,0.537918
5176,0.370539
5177,0.173212
5178,0.012453
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0.0507512
5191,0.23078
5192,0.425024
5193,0.584432
5194,0.697244
5195,0.762271
5196,0.781324
5197,0.749805
5198,0.673966
5199,0.549802
5200,0.378139
5201,0.175263
5202,0.0120921
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0.0696803
5215,0.231565
5216,0.421687
5217,0.575451
5218,0.686072
5219,0.749196
5220,0.766632
5221,0.736396
5222,0.659716
5223,0.532723
5224,0.359447
5225,0.161031
5226,0.00876203
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0.0528689
5239,0.114595
5240,0.311504
5241,0.55732
5242,0.670401
5243,0.724661
5244,0.738551
5245,0.716838
5246,0.643501
5247,0.521657
5248,0.350775
5249,0.155775
5250,0.00825505
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0.0518438
5263,0.156293
5264,0.414974
5265,0.564947
5266,0.673423
5267,0.731391
5268,0.749663
5269,0.726255
5270,0.649356
5271,0.527086
5272,0.357682
5273,0.158575
5274,0.00824575
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0.0635245
5287,0.227758
5288,0.414058
5289,0.565809
5290,0.674092
5291,0.734631
5292,0.757169
5293,0.736885
5294,0.661792
5295,0.535715
5296,0.362417
5297,0.161797
5298,0.00701555
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0.0556888
5311,0.222052
5312,0.406283
5313,0.546324
5314,0.652568
5315,0.717752
5316,0.735649
5317,0.707951
5318,0.627568
5319,0.504912
5320,0.338716
5321,0.15072
5322,0.00552796
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0.057553
5335,0.21772
5336,0.404301
5337,0.556281
5338,0.660669
5339,0.718898
5340,0.526303
5341,0.498778
5342,0.523995
5343,0.430388
5344,0.338176
5345,0.143184
5346,0.00451598
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0.0558152
5359,0.217739
5360,0.293321
5361,0.552465
5362,0.660605
5363,0.717793
5364,0.735572
5365,0.710667
5366,0.635917
5367,0.510889
5368,0.34439
5369,0.149567
5370,0.00370985
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0.0660048
5383,0.172732
5384,0.413874
5385,0.564508
5386,0.671288
5387,0.732495
5388,0.749515
5389,0.722919
5390,0.647614
5391,0.521432
5392,0.348485
5393,0.14905
5394,0.00345588
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0.0491244
5407,0.221556
5408,0.405762
5409,0.55541
5410,0.661558
5411,0.720209
5412,0.736775
5413,0.707024
5414,0.63332
5415,0.514286
5416,0.349024
5417,0.152947
5418,0.00234332
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0.0452103
5431,0.215655
5432,0.402766
5433,0.548572
5434,0.651593
5435,0.713609
5436,0.730948
5437,0.703636
5438,0.631498
5439,0.51066
5440,0.341395
5441,0.145461
5442,0.00111293
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0.0459108
5455,0.219239
5456,0.407186
5457,0.55875
5458,0.66505
5459,0.724177
5460,0.742017
5461,0.714524
5462,0.641333
5463,0.517334
5464,0.346867
5465,0.146855
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0.0465864
5479,0.21873
5480,0.406611
5481,0.553113
5482,0.658746
5483,0.716826
5484,0.736046
5485,0.711576
5486,0.6373
5487,0.512624
5488,0.339434
5489,0.140892
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0.047827
5503,0.21839
5504,0.405381
5505,0.553429
5506,0.661879
5507,0.727387
5508,0.749122
5509,0.72708
5510,0.652192
5511,0.527496
5512,0.351707
5513,0.147218
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0.0272956
5527,0.0740347
5528,0.118827
5529,0.568618
5530,0.576411
5531,0.435385
5532,0.756633
5533,0.719583
5534,0.638073
5535,0.508901
5536,0.331743
5537,0.132286
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0.028236
5551,0.119336
5552,0.410939
5553,0.560739
5554,0.666738
5555,0.727389
5556,0.742841
5557,0.711143
5558,0.631022
5559,0.502522
5560,0.329914
5561,0.129855
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0.0519876
5575,0.218075
5576,0.408347
5577,0.562366
5578,0.670055
5579,0.730022
5580,0.740051
5581,0.698312
5582,0.615855
5583,0.487146
5584,0.314897
5585,0.12225
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0.0519815
5599,0.215461
5600,0.402208
5601,0.55732
5602,0.671067
5603,0.732432
5604,0.748645
5605,0.716565
5606,0.639838
5607,0.512119
5608,0.335679
5609,0.131999
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0.0470315
5623,0.220723
5624,0.414411
5625,0.572366
5626,0.685591
5627,0.747771
5628,0.764829
5629,0.736067
5630,0.654525
5631,0.522555
5632,0.341343
5633,0.13512
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0.0460253
5647,0.222202
5648,0.417453
5649,0.57333
5650,0.684621
5651,0.745041
5652,0.760173
5653,0.727711
5654,0.649207
5655,0.515762
5656,0.335827
5657,0.0894591
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0.0597419
5671,0.194275
5672,0.315675
5673,0.535251
5674,0.581184
5675,0.651231
5676,0.637281
5677,0.533581
5678,0.502296
5679,0.358908
5680,0.273574
5681,0.12278
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0.044648
5695,0.211466
5696,0.39805
5697,0.546309
5698,0.650056
5699,0.702245
5700,0.710706
5701,0.674615
5702,0.604008
5703,0.484503
5704,0.316614
5705,0.12235
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0.0416852
5719,0.212271
5720,0.399278
5721,0.549114
5722,0.654401
5723,0.712809
5724,0.731069
5725,0.704194
5726,0.625306
5727,0.495833
5728,0.318516
5729,0.117042
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0.0414088
5743,0.212898
5744,0.40245
5745,0.551948
5746,0.655154
5747,0.713388
5748,0.723407
5749,0.694996
5750,0.618735
5751,0.491458
5752,0.315571
5753,0.115892
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0.0437118
5767,0.220203
5768,0.405382
5769,0.547061
5770,0.650712
5771,0.710629
5772,0.727815
5773,0.701282
5774,0.625257
5775,0.495392
5776,0.318202
5777,0.114812
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0.0458614
5791,0.218023
5792,0.408738
5793,0.556272
5794,0.656908
5795,0.713979
5796,0.727671
5797,0.693577
5798,0.614042
5799,0.484142
5800,0.310216
5801,0.111153
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0.0410035
5815,0.219775
5816,0.415646
5817,0.572384
5818,0.678776
5819,0.738945
5820,0.748945
5821,0.714733
5822,0.630442
5823,0.494148
5824,0.318693
5825,0.111606
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0
5837,0
5838,0.0435084
5839,0.218551
5840,0.410097
5841,0.55857
5842,0.652193
5843,0.693656
5844,0.688203
5845,0.647348
5846,0.576823
5847,0.460586
5848,0.294957
5849,0.0991611
5850,0
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0.0424677
5863,0.216629
5864,0.407125
5865,0.553307
5866,0.65386
5867,0.716891
5868,0.737195
5869,0.70663
5870,0.624066
5871,0.490372
5872,0.311009
5873,0.103032
5874,0
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0.0567182
5887,0.129784
5888,0.249351
5889,0.408519
5890,0.714252
5891,0.776782
5892,0.784778
5893,0.747316
5894,0.650815
5895,0.50379
5896,0.315239
5897,0.097227
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0.0531536
5911,0.22399
5912,0.42666
5913,0.588359
5914,0.703295
5915,0.761516
5916,0.771437
5917,0.727628
5918,0.63795
5919,0.496644
5920,0.309254
5921,0.0964075
5922,0
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0.0486053
5935,0.218129
5936,0.409932
5937,0.559017
5938,0.663583
5939,0.722161
5940,0.735462
5941,0.705406
5942,0.622258
5943,0.484158
5944,0.303314
5945,0.0941276
5946,0
5947,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0.0484856
5959,0.219321
5960,0.412473
5961,0.565335
5962,0.670928
5963,0.723948
5964,0.732722
5965,0.69542
5966,0.611245
5967,0.473464
5968,0.300317
5969,0.0912398
5970,0
5971,0
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0.0451667
5983,0.221254
5984,0.422534
5985,0.580392
5986,0.690315
5987,0.742006
5988,0.747248
5989,0.706842
5990,0.617179
5991,0.47583
5992,0.297403
5993,0.0872806
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0.0423382
6007,0.208566
6008,0.398124
6009,0.54741
6010,0.648174
6011,0.703571
6012,0.626355
6013,0.318477
6014,0.39808
6015,0.325419
6016,0.191409
6017,0.0736733
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0.0435329
6031,0.181222
6032,0.0739901
6033,0.240364
6034,0.555581
6035,0.618721
6036,0.701151
6037,0.668978
6038,0.583931
6039,0.446609
6040,0.267968
6041,0.0704422
6042,0
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0.042578
6055,0.205881
6056,0.389024
6057,0.535621
6058,0.63197
6059,0.677028
6060,0.674517
6061,0.627715
6062,0.54197
6063,0.417809
6064,0.261747
6065,0.068642
6066,0
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,0.0405069
6079,0.20391
6080,0.381456
6081,0.512946
6082,0.602427
6083,0.652429
6084,0.666642
6085,0.639355
6086,0.563016
6087,0.434486
6088,0.264116
6089,0.0682387
6090,0
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0.0430878
6103,0.214394
6104,0.39971
6105,0.547248
6106,0.657461
6107,0.715791
6108,0.729993
6109,0.502987
6110,0.608742
6111,0.464838
6112,0.270271
6113,0.0637119
6114,0
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0.00706037
6127,0.0542237
6128,0.131935
6129,0.399792
6130,0.689702
6131,0.747332
6132,0.754647
6133,0.713392
6134,0.618145
6135,0.472184
6136,0.277971
6137,0.0634771
6138,0
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0.0248269
6151,0.0786102
6152,0.297915
6153,0.384718
6154,0.527942
6155,0.742977
6156,0.747991
6157,0.704147
6158,0.611479
6159,0.465134
6160,0.269092
6161,0.057446
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0.0046493
6175,0.0471198
6176,0.157087
6177,0.450087
6178,0.65897
6179,0.710367
6180,0.715922
6181,0.681808
6182,0.59431
6183,0.447563
6184,0.254258
6185,0.0495736
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0.0103997
6199,0.0798935
6200,0.152279
6201,0.378824
6202,0.675424
6203,0.731422
6204,0.742915
6205,0.707025
6206,0.617049
6207,0.472762
6208,0.27342
6209,0.0574396
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,0.0224063
6223,0.123368
6224,0.417652
6225,0.574007
6226,0.678272
6227,0.733937
6228,0.743134
6229,0.703694
6230,0.612974
6231,0.468178
6232,0.270607
6233,0.0548392
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0.0454448
6247,0.161191
6248,0.418117
6249,0.57493
6250,0.681812
6251,0.733541
6252,0.738588
6253,0.695199
6254,0.601367
6255,0.457205
6256,0.258888
6257,0.0458881
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0.0530345
6271,0.182489
6272,0.433695
6273,0.343176
6274,0.566277
6275,0.34022
6276,0.335286
6277,0.748652
6278,0.641462
6279,0.291527
6280,0.195996
6281,0.0465083
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0.0373836
6295,0.22839
6296,0.442214
6297,0.616757
6298,0.734087
6299,0.795991
6300,0.800689
6301,0.754017
6302,0.647363
6303,0.485912
6304,0.280056
6305,0.0515225
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0.0372366
6319,0.224603
6320,0.432893
6321,0.59507
6322,0.701347
6323,0.758379
6324,0.764393
6325,0.716308
6326,0.621591
6327,0.469868
6328,0.266593
6329,0.0451526
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0.0371411
6343,0.221964
6344,0.419603
6345,0.571114
6346,0.674343
6347,0.732773
6348,0.743162
6349,0.701014
6350,0.607688
6351,0.456065
6352,0.260285
6353,0.0426884
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0.0156464
6367,0.216486
6368,0.335828
6369,0.533671
6370,0.673818
6371,0.720107
6372,0.715792
6373,0.66546
6374,0.571045
6375,0.278387
6376,0.248546
6377,0.0376924
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0.0350774
6391,0.213948
6392,0.411611
6393,0.564163
6394,0.663507
6395,0.710963
6396,0.715663
6397,0.675789
6398,0.584219
6399,0.433719
6400,0.25037
6401,0.036513
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0.0358628
6415,0.21193
6416,0.408528
6417,0.556611
6418,0.648997
6419,0.694083
6420,0.693841
6421,0.654341
6422,0.563268
6423,0.42212
6424,0.228564
6425,0.00988989
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0.0367708
6439,0.210529
6440,0.405983
6441,0.560989
6442,0.660321
6443,0.712788
6444,0.714438
6445,0.669264
6446,0.576926
6447,0.42528
6448,0.223597
6449,0.0178768
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0.0383082
6463,0.173618
6464,0.403606
6465,0.5439
6466,0.630164
6467,0.683442
6468,0.703076
6469,0.67079
6470,0.577697
6471,0.427756
6472,0.219335
6473,0.0138894
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0.0432286
6487,0.154187
6488,0.346773
6489,0.579367
6490,0.694941
6491,0.745588
6492,0.749837
6493,0.701034
6494,0.597829
